sku_id,selected_model_key,selected_model,score,policy
0928948004000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,137.42863908410072,required_18m_gap3
0930508011000,block_recent6,Block recent 6-month mean,100.0,required_18m_gap3
0931912047000,block_recent6,Block recent 6-month mean,106.12244897959184,required_18m_gap3
0932010024000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,82.01778178152286,required_18m_gap3
0938019004000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,133.0038811479296,required_18m_gap3
0938168001000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,144.43825563559164,required_18m_gap3
0940307333000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,115.68842716515064,required_18m_gap3
09403M07311000,block_hurdle_d3_sqrt_log,Block hurdle XGB depth3 sqrt-weight log-size,58.35952374560774,required_18m_gap3
09409063095ES,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,338.3289933204651,required_18m_gap3
09409063145PK,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,103.6375282978525,required_18m_gap3
09409073255PK,block_recent6,Block recent 6-month mean,100.0,required_18m_gap3
0940907332000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,160.21369257751778,required_18m_gap3
0940908322000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,241.85287925330076,required_18m_gap3
0940908327000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,119.83830438369161,required_18m_gap3
0940909309000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,272.6395233110948,required_18m_gap3
0940910313000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,401.81258966525394,required_18m_gap3
0940910318000,block_recent6,Block recent 6-month mean,206.25,required_18m_gap3
0940915304000,block_recent6,Block recent 6-month mean,90.74074074074075,required_18m_gap3
09409M06L05000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,109.54945646226406,required_18m_gap3
09409M07308P4Z,block_recent6,Block recent 6-month mean,120.0,required_18m_gap3
09409M07308R8J,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,449.8554264505704,required_18m_gap3
09409M07L025PK,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,130.44916155054705,required_18m_gap3
09409M08308R8J,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,inf,required_18m_gap3
09409M15L01000,block_hurdle_d2_sqrt_log,Block hurdle XGB depth2 sqrt-weight log-size,62.738751187736604,required_18m_gap3
0944829004000,block_recent6,Block recent 6-month mean,100.0,required_18m_gap3
0947112236000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,93.97640433362736,required_18m_gap3
09471M12182000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,91.16053997228543,required_18m_gap3
1161054G30000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,140.51890545769743,required_18m_gap3
1161060R00000,block_seasonal,Block historical month-of-year mean,86.36363636363636,required_18m_gap3
1161061M01000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,166.12792725746448,required_18m_gap3
1161073K00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,212.03843688263612,required_18m_gap3
11610M65L00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,75.88646045097938,required_18m_gap3
11610M67P10000,block_hurdle_d2_sqrt_log,Block hurdle XGB depth2 sqrt-weight log-size,48.204081949561534,required_18m_gap3
11610M76M00000,block_hurdle_d2_sqrt_log,Block hurdle XGB depth2 sqrt-weight log-size,46.39605203190365,required_18m_gap3
11610M79F30000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,325.6726553806892,required_18m_gap3
11610M79G50000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,183.5284411907196,required_18m_gap3
11620M65L10000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,210.84205702595088,required_18m_gap3
11620M67P00000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,248.8937684893608,required_18m_gap3
11620M68K00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,89.39967785241468,required_18m_gap3
11620M76M00000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,122.19338346930111,required_18m_gap3
11620M79F40000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,180.62116945943524,required_18m_gap3
11710M65L00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,62.14562622706095,required_18m_gap3
11710M68K00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,87.17969954013824,required_18m_gap3
11710M68K10000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,133.12417259987663,required_18m_gap3
11710M76M00000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,47.439177938409756,required_18m_gap3
11710M79F70000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,174.69116357656625,required_18m_gap3
11710M79F80000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,177.80348472297192,required_18m_gap3
1172080JA0000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,118.79801792757851,required_18m_gap3
1194152R00000,block_recent6,Block recent 6-month mean,100.0,required_18m_gap3
13870M71L00000,block_recent6,Block recent 6-month mean,100.0,required_18m_gap3
1428180JA0000,block_seasonal,Block historical month-of-year mean,71.33333333333334,required_18m_gap3
1435772J00000,block_sba,Block SBA Croston,262.0,required_18m_gap3
1591063A0V000,block_recent6,Block recent 6-month mean,100.0,required_18m_gap3
15910M79GB1000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,84.30686831474304,required_18m_gap3
15910M79GC0000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,121.25264047521405,required_18m_gap3
1711279P01000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,57.37563922549739,required_18m_gap3
1770054P30000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,46.7408444042559,required_18m_gap3
1770079P21000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,61.48888956416737,required_18m_gap3
1770080J00000,block_recent6,Block recent 6-month mean,100.0,required_18m_gap3
1770081P00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,36.67245152450743,required_18m_gap3
17700M50U00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,90.32273943777437,required_18m_gap3
17700M60M00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,48.19148698095548,required_18m_gap3
17700M67L00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,65.26275152041589,required_18m_gap3
17700M67P00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,30.003904566472894,required_18m_gap3
17700M79F02000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,68.00568887165615,required_18m_gap3
1776071L00000,block_recent6,Block recent 6-month mean,123.80952380952381,required_18m_gap3
17760M67P00000,block_hurdle_d2_sqrt_log,Block hurdle XGB depth2 sqrt-weight log-size,35.03336999565363,required_18m_gap3
1781254G00000,block_hurdle_d3_sqrt_log,Block hurdle XGB depth3 sqrt-weight log-size,53.58714351376283,required_18m_gap3
17861M68P00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,59.01440365446938,required_18m_gap3
1787880G00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,192.19446286559105,required_18m_gap3
17878M74L00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,92.18693879934457,required_18m_gap3
17920M76M00000,block_hurdle_d2_sqrt_log,Block hurdle XGB depth2 sqrt-weight log-size,75.06986682177984,required_18m_gap3
1793160A10000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,325.9197322030862,required_18m_gap3
1793161M10000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,113.79886531829834,required_18m_gap3
1793163J01000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,79.51623502984104,required_18m_gap3
1793165D00000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,143.52117566501394,required_18m_gap3
1793168P00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,233.0937597155571,required_18m_gap3
17931M71P00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,43.43943238258362,required_18m_gap3
1793276G00000,block_hurdle_d3_sqrt_log,Block hurdle XGB depth3 sqrt-weight log-size,81.11961993078391,required_18m_gap3
2371081A40000,block_recent6,Block recent 6-month mean,100.0,required_18m_gap3
27431M79F00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,48.61080786015125,required_18m_gap3
2811380J015PK,block_seasonal,Block historical month-of-year mean,54.59183673469388,required_18m_gap3
28113M62S015PK,block_sba,Block SBA Croston,105.5615815556992,required_18m_gap3
2818060B00000,block_recent6,Block recent 6-month mean,100.0,required_18m_gap3
2818084A20000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,116.54113496051116,required_18m_gap3
2824178K00000,block_recent6,Block recent 6-month mean,110.0,required_18m_gap3
28300M55R42000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,99.33681423249452,required_18m_gap3
2961081A00000,block_recent6,Block recent 6-month mean,100.0,required_18m_gap3
33690M60M00000,block_hurdle_d2_sqrt_log,Block hurdle XGB depth2 sqrt-weight log-size,40.67309566519477,required_18m_gap3
3495561M00000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,8550.969958305359,required_18m_gap3
3512052R21000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,119.59989698309647,required_18m_gap3
3512052S10000,block_recent6,Block recent 6-month mean,41.24087591240876,required_18m_gap3
3512062R60000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,126.92829581598441,required_18m_gap3
3512065J12000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,101.74699425697327,required_18m_gap3
3512080G21000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,65.49990002701922,required_18m_gap3
3512150A30000,block_tsb,Block TSB,132.95700647887406,required_18m_gap3
35121M66L10000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,97.74194603616542,required_18m_gap3
3515365J00000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,71.16067336316695,required_18m_gap3
3515379P00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,201.04462050578812,required_18m_gap3
35153M59K20000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,101.37596898827671,required_18m_gap3
35153M75L00000,block_seasonal,Block historical month-of-year mean,62.78065630397237,required_18m_gap3
3526779P00000,block_recent6,Block recent 6-month mean,110.52631578947368,required_18m_gap3
3532052R20000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,149.99635374104534,required_18m_gap3
3532065D41000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,191.42644447939733,required_18m_gap3
3532077R10000,block_hurdle_d3_sqrt_log,Block hurdle XGB depth3 sqrt-weight log-size,58.515983108264294,required_18m_gap3
3532080G21000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,267.20782173307316,required_18m_gap3
35321M60M10000,block_recent6,Block recent 6-month mean,30.17241379310345,required_18m_gap3
35321M66L10000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,72.22803359807924,required_18m_gap3
3550065P02000,block_hurdle_d3_sqrt_log,Block hurdle XGB depth3 sqrt-weight log-size,101.86385626203558,required_18m_gap3
3552686R20000,block_hurdle_d3_sqrt_log,Block hurdle XGB depth3 sqrt-weight log-size,35.31179679067511,required_18m_gap3
35601M74TA0000,block_sba,Block SBA Croston,67.6,required_18m_gap3
35603M79G30000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,113.30892518162727,required_18m_gap3
3560461J10000,block_seasonal,Block historical month-of-year mean,85.23809523809523,required_18m_gap3
35604M84400000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,325.9434239222453,required_18m_gap3
35612M60B50000,block_sba,Block SBA Croston,128.92857142857142,required_18m_gap3
3565050J10000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,106.79003850302912,required_18m_gap3
35650M53T00000,block_recent6,Block recent 6-month mean,61.904761904761905,required_18m_gap3
35650M60M00000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,58.345200419425964,required_18m_gap3
35651M79G40000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,307.54545951883,required_18m_gap3
35651M79M00000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,68.42979289764581,required_18m_gap3
35670M76T00000,block_hurdle_d3_sqrt_log,Block hurdle XGB depth3 sqrt-weight log-size,79.97115161683824,required_18m_gap3
35671M79G30000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,68.7703455819024,required_18m_gap3
35671M79G40000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,145.70148269335428,required_18m_gap3
3570186R00000,block_seasonal,Block historical month-of-year mean,31.90883190883191,required_18m_gap3
35701M76T00000,block_hurdle_d3_sqrt_log,Block hurdle XGB depth3 sqrt-weight log-size,74.44728451260066,required_18m_gap3
3570273R10000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,83.39851331710815,required_18m_gap3
35702M76T00000,block_seasonal,Block historical month-of-year mean,58.501006036217305,required_18m_gap3
35750M53T01000,block_recent6,Block recent 6-month mean,60.0,required_18m_gap3
35750M68P00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,322.88331886132556,required_18m_gap3
35750M68P11000,block_recent6,Block recent 6-month mean,116.0,required_18m_gap3
35750M68P20000,block_recent6,Block recent 6-month mean,115.38461538461539,required_18m_gap3
3591075F31000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,82.96535257683244,required_18m_gap3
3591075F61000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,209.27839167416096,required_18m_gap3
35910M74L01000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,41.813840839889025,required_18m_gap3
3611050A30000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,263.3658690111978,required_18m_gap3
3613050A30000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,318.8188796242078,required_18m_gap3
36230M70CA1000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,114.68541584908962,required_18m_gap3
3627479P01000,block_hurdle_d2_sqrt_log,Block hurdle XGB depth2 sqrt-weight log-size,51.77408109108607,required_18m_gap3
3641054G01000,block_hurdle_d2_sqrt_log,Block hurdle XGB depth2 sqrt-weight log-size,71.2045247554779,required_18m_gap3
3641063J02000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,113.69937759334758,required_18m_gap3
3641075F01000,block_hurdle_d3_sqrt_log,Block hurdle XGB depth3 sqrt-weight log-size,95.08833654072819,required_18m_gap3
36410M60B30000,block_recent6,Block recent 6-month mean,100.0,required_18m_gap3
36410M67K10000,block_sba,Block SBA Croston,39.43210942734324,required_18m_gap3
3641275F00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,1020.415350794792,required_18m_gap3
36430M76M00000,block_recent6,Block recent 6-month mean,100.0,required_18m_gap3
3658054P00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,119.19101653275666,required_18m_gap3
3658354P01000,block_hurdle_d3_sqrt_log,Block hurdle XGB depth3 sqrt-weight log-size,46.06318164754797,required_18m_gap3
37019M79MK0000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,150.4870642633999,required_18m_gap3
37145M55B21000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,47.908080803169,required_18m_gap3
37145M56R20000,block_recent6,Block recent 6-month mean,124.0,required_18m_gap3
37145M66L00000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,51.91525233288606,required_18m_gap3
37736M58R00000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,60.64696538616234,required_18m_gap3
37736M79M00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,182.2177560890422,required_18m_gap3
3773773R00Z2S,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,65.46904651486143,required_18m_gap3
38315M68K00000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,116.9309734304746,required_18m_gap3
38330M68K01000,block_recent6,Block recent 6-month mean,100.0,required_18m_gap3
3834062R30000,block_seasonal,Block historical month-of-year mean,91.44736842105263,required_18m_gap3
38340M51K42000,block_recent6,Block recent 6-month mean,54.066985645933016,required_18m_gap3
3834651K42000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,610.3868385155996,required_18m_gap3
3845061J12000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,343.8224306702614,required_18m_gap3
3845062R00000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,116.54500427998994,required_18m_gap3
3845065J10000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,84.05848054422273,required_18m_gap3
3845071L10000,block_hurdle_d2_sqrt_log,Block hurdle XGB depth2 sqrt-weight log-size,36.09582086404165,required_18m_gap3
38450M79M00000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,106.69773377604403,required_18m_gap3
38452M56R30000,block_recent6,Block recent 6-month mean,49.12280701754386,required_18m_gap3
38452M65L00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,45.85837826394198,required_18m_gap3
38452M68K00000,block_recent6,Block recent 6-month mean,157.14285714285714,required_18m_gap3
38480M68P01000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,148.04686402732676,required_18m_gap3
38500M55T01000,block_seasonal,Block historical month-of-year mean,84.19068736141907,required_18m_gap3
3882151K02000,block_recent6,Block recent 6-month mean,141.02564102564102,required_18m_gap3
3882165J00000,block_hurdle_d3_sqrt_log,Block hurdle XGB depth3 sqrt-weight log-size,70.97083604013598,required_18m_gap3
38821M67P00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,71.73521113845537,required_18m_gap3
3910268L01000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,326.16021973746166,required_18m_gap3
3925061J00000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,42.43807079745274,required_18m_gap3
39321M56R00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,277.1261528134346,required_18m_gap3
39321M67P00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,47.15377176017092,required_18m_gap3
39322M56R00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,228.90900923655585,required_18m_gap3
39322M67P00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,47.20105622944079,required_18m_gap3
39322M67P10000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,84.32269843958191,required_18m_gap3
3F11579S10ZWG,block_seasonal,Block historical month-of-year mean,64.0625,required_18m_gap3
3F11779S00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,268.4639744460583,required_18m_gap3
4171080J00000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,75.05372884945992,required_18m_gap3
41710M68K00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,72.0883574427628,required_18m_gap3
41710M76M00000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,98.92367984239871,required_18m_gap3
41710M82000000,block_hurdle_d2_sqrt_log,Block hurdle XGB depth2 sqrt-weight log-size,73.98571570714314,required_18m_gap3
4311052R71000,block_recent6,Block recent 6-month mean,121.42857142857143,required_18m_gap3
4311078K00000,block_recent6,Block recent 6-month mean,133.33333333333334,required_18m_gap3
43110M75J80000-OP,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,448.75214045697993,required_18m_gap3
432006682227S,block_recent6,Block recent 6-month mean,100.0,required_18m_gap3
4321052R5027N,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,63.97091140970588,required_18m_gap3
4321052S0039M,block_seasonal,Block historical month-of-year mean,80.19005847953215,required_18m_gap3
4321053R100CE,block_seasonal,Block historical month-of-year mean,51.12433862433863,required_18m_gap3
4321057M100BK,block_recent6,Block recent 6-month mean,106.89655172413794,required_18m_gap3
4321061J01ZBP,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,80.90782002969222,required_18m_gap3
4321064J01ZBP,block_sba,Block SBA Croston,87.28175225943129,required_18m_gap3
4321068LA0ZA8,block_hurdle_d2_sqrt_log,Block hurdle XGB depth2 sqrt-weight log-size,38.94517375427542,required_18m_gap3
4321071L91QC8,block_recent6,Block recent 6-month mean,112.5,required_18m_gap3
4321078K6027N,block_recent6,Block recent 6-month mean,157.14285714285714,required_18m_gap3
4321079K510BK,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,98.2293572028478,required_18m_gap3
4321080S6027N,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,408.82890820503235,required_18m_gap3
43210M55R6027N,block_hurdle_d2_sqrt_log,Block hurdle XGB depth2 sqrt-weight log-size,41.5206849936283,required_18m_gap3
43210M55RH1QC8,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,86.59887389019804,required_18m_gap3
43210M62S0009L,block_tsb,Block TSB,116.93156986590895,required_18m_gap3
43210M62S620CB,block_recent6,Block recent 6-month mean,65.32663316582915,required_18m_gap3
43210M68K1109L,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,83.0708726814815,required_18m_gap3
43210M76M5127N,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,39.41489635287105,required_18m_gap3
43210M76T50QC8,block_seasonal,Block historical month-of-year mean,69.11764705882354,required_18m_gap3
43210M79G5339M,block_seasonal,Block historical month-of-year mean,41.6213768115942,required_18m_gap3
43210M83P0027N,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,76.29330158233643,required_18m_gap3
4325065DA1C48,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,97.46422185784294,required_18m_gap3
4325079P00ZH1,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,75.36106926423533,required_18m_gap3
43250M53M0027N,block_recent6,Block recent 6-month mean,100.0,required_18m_gap3
43250M68K1027N,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,171.35178006213644,required_18m_gap3
43250M68K2027N,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,68.79124396886581,required_18m_gap3
43250M74L0027N,block_hurdle_d2_sqrt_log,Block hurdle XGB depth2 sqrt-weight log-size,41.62098846847205,required_18m_gap3
43250M74L1027N,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,97.26109266281128,required_18m_gap3
43250M79G6027N,block_hurdle_d3_sqrt_log,Block hurdle XGB depth3 sqrt-weight log-size,44.238412702405775,required_18m_gap3
43250M79M0027N,block_seasonal,Block historical month-of-year mean,63.8888888888889,required_18m_gap3
4325251K20DB7,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,105.201990567908,required_18m_gap3
4325261J0027S,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,147.74305418133736,required_18m_gap3
4325283S00CZ2,block_tsb,Block TSB,88.22057558608154,required_18m_gap3
43402M74L21000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,64.29940216681537,required_18m_gap3
4342386G01000,block_hurdle_d3_sqrt_log,Block hurdle XGB depth3 sqrt-weight log-size,71.40343329127954,required_18m_gap3
4345965J00000,block_recent6,Block recent 6-month mean,135.71428571428572,required_18m_gap3
44119M53M00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,127.60926289483905,required_18m_gap3
48150M53M10C48,block_recent6,Block recent 6-month mean,114.28571428571429,required_18m_gap3
48150M68P00C48,block_recent6,Block recent 6-month mean,100.0,required_18m_gap3
48150M69R00C48,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,20.68209876405432,required_18m_gap3
48150M79M11C48,block_recent6,Block recent 6-month mean,100.0,required_18m_gap3
4982162A51000,block_seasonal,Block historical month-of-year mean,86.43410852713178,required_18m_gap3
5730073R02000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,48.65434373297342,required_18m_gap3
5730079P02000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,58.18784681417174,required_18m_gap3
57300M66L00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,74.343917104933,required_18m_gap3
57300M68K10000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,114.14597348163002,required_18m_gap3
5741079P00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,81.62419226239709,required_18m_gap3
57410M67P00000,block_hurdle_d3_sqrt_log,Block hurdle XGB depth3 sqrt-weight log-size,46.12551029990701,required_18m_gap3
5742071L01000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,77.06098556518555,required_18m_gap3
